'Blueberries' Buckshot | NSWC SEAL//176209284
P250 | Visions (Battle-Scarred)//176321236
P250 | Visions (Factory New)//176321277
P250 | Visions (Field-Tested)//176321171
P250 | Visions (Minimal Wear)//176321219
P250 | Whiteout (Field-Tested)//49419475
P250 | Whiteout (Minimal Wear)//49419369
P250 | Whiteout (Well-Worn)//49431026
P250 | Wingshot (Battle-Scarred)//67061002
P250 | Wingshot (Factory New)//67067167
P250 | Wingshot (Field-Tested)//67060988
P250 | Wingshot (Minimal Wear)//67061024
P250 | Wingshot (Well-Worn)//67061027
P250 | X-Ray (Factory New)//176089337
P90 | Ancient Earth (Battle-Scarred)//176209594
P90 | Asiimov (Battle-Scarred)//14962982
P90 | Asiimov (Factory New)//14966466
P90 | Asiimov (Field-Tested)//14962959
P90 | Asiimov (Minimal Wear)//14962979
P90 | Asiimov (Well-Worn)//14963002
P90 | Baroque Red (Field-Tested)//176096706
P90 | Baroque Red (Minimal Wear)//176097575
P90 | Blind Spot (Factory New)//3440925
P90 | Blind Spot (Field-Tested)//3440937
P90 | Blind Spot (Minimal Wear)//3440914
P90 | Chopper (Minimal Wear)//156113431
P90 | Cold Blooded (Factory New)//1917629
P90 | Death by Kitty (Minimal Wear)//1321589
P90 | Death Grip (Battle-Scarred)//175896398
P90 | Desert Warfare (Factory New)//8988928
P90 | Desert Warfare (Field-Tested)//8988566
P90 | Desert Warfare (Minimal Wear)//8987896
P90 | Elite Build (Factory New)//49359105
P90 | Elite Build (Minimal Wear)//49359056
P90 | Emerald Dragon (Battle-Scarred)//1547810
P90 | Emerald Dragon (Minimal Wear)//1546473
P90 | Glacier Mesh (Field-Tested)//1321724
P90 | Glacier Mesh (Minimal Wear)//1321728
P90 | Grim (Field-Tested)//165027653
P90 | Leather (Battle-Scarred)//14953195
P90 | Leather (Factory New)//14959397
P90 | Leather (Minimal Wear)//14953151
P90 | Module (Factory New)//14216312
P90 | Module (Field-Tested)//14216316
P90 | Module (Minimal Wear)//14212931
P90 | Neoqueen (Factory New)//176358865
P90 | Nostalgia (Battle-Scarred)//176091895
P90 | Nostalgia (Factory New)//176091854
P90 | Nostalgia (Field-Tested)//176091853
P90 | Nostalgia (Minimal Wear)//176091889
P90 | Nostalgia (Well-Worn)//176091892
P90 | ScaraB Rush (Battle-Scarred)//176369920
P90 | ScaraB Rush (Field-Tested)//176369971
P90 | ScaraB Rush (Minimal Wear)//176369918
P90 | Scorched (Factory New)//2387634
P90 | Scorched (Minimal Wear)//2384079
P90 | Shallow Grave (Battle-Scarred)//175854297
P90 | Shallow Grave (Factory New)//175854303
P90 | Shallow Grave (Field-Tested)//175854289
P90 | Shallow Grave (Minimal Wear)//175854346
P90 | Shallow Grave (Well-Worn)//175854445
P90 | Shapewood (Well-Worn)//84444556
P90 | Storm (Factory New)//14953209
P90 | Storm (Minimal Wear)//14953152
P90 | Sunset Lily (Battle-Scarred)//176097327
P90 | Sunset Lily (Factory New)//176096994
P90 | Sunset Lily (Field-Tested)//176096846
P90 | Sunset Lily (Minimal Wear)//176096510
P90 | Sunset Lily (Well-Worn)//176097491
P90 | Teardown (Factory New)//2386388
P90 | Teardown (Minimal Wear)//2383798
P90 | Tiger Pit (Factory New)//176209566
P90 | Trigon (Field-Tested)//7178683
P90 | Trigon (Minimal Wear)//7178895
P90 | Verdant Growth (Factory New)//176262901
P90 | Verdant Growth (Minimal Wear)//176262825
Patch | Abandon Hope//176263002
Patch | Bayonet Frog//176263166
Patch | Copenhagen Flames (Gold) | Stockholm 2021//176270058
Patch | Cruising Ray//176262972
Patch | Dead Men//176262955
Patch | El Pirata//176262855
Patch | Elder God//176263154
Patch | ENCE (Gold) | Stockholm 2021//176270029
Patch | Heroic (Gold) | Stockholm 2021//176270076
Patch | Heroic | Stockholm 2021//176270006
Patch | Howl//176112417
Patch | Mad Sushi//176262985
Patch | Meal Time//176262904
Patch | Metal Legendary Eagle Master ★//176210372
Patch | Metal Silver Demon//176210378
Patch | MOUZ | Stockholm 2021//176270021
Patch | Movistar Riders (Gold) | Stockholm 2021//176270062
Patch | Natus Vincere (Gold) | Stockholm 2021//176270047
Patch | Natus Vincere | Stockholm 2021//176270024
Patch | Ninjas in Pyjamas (Gold) | Stockholm 2021//176270052
Patch | paiN Gaming (Gold) | Stockholm 2021//176270079
Patch | Rage//176112414
Patch | Sharks Esports (Gold) | Stockholm 2021//176270013
Patch | The Boss//176112404
Patch | Tyloo | Stockholm 2021//176270028
Patch | Virtus.Pro | Stockholm 2021//176270019
Patch | Vitality (Gold) | Stockholm 2021//176270041
PP-Bizon | Antique (Factory New)//8988642
PP-Bizon | Antique (Field-Tested)//8987893
PP-Bizon | Antique (Minimal Wear)//8988646
PP-Bizon | Bamboo Print (Factory New)//49419463
PP-Bizon | Bamboo Print (Field-Tested)//49419351
PP-Bizon | Bamboo Print (Minimal Wear)//49419375
PP-Bizon | Bamboo Print (Well-Worn)//49419413
PP-Bizon | Blue Streak (Minimal Wear)//15490354
PP-Bizon | Brass (Factory New)//2386669
PP-Bizon | Brass (Minimal Wear)//2383852
PP-Bizon | Breaker Box (Factory New)//176263135
PP-Bizon | Breaker Box (Minimal Wear)//176263116
PP-Bizon | Carbon Fiber (Factory New)//1321424
PP-Bizon | Chemical Green (Factory New)//18532767
PP-Bizon | Cobalt Halftone (Factory New)//3442244
PP-Bizon | Embargo (Factory New)//176096395
PP-Bizon | Embargo (Minimal Wear)//176096575
PP-Bizon | Fuel Rod (Factory New)//84454622
PP-Bizon | Fuel Rod (Minimal Wear)//84444550
PP-Bizon | High Roller (Factory New)//175917299
PP-Bizon | High Roller (Field-Tested)//175917301
PP-Bizon | High Roller (Minimal Wear)//175917263
PP-Bizon | High Roller (Well-Worn)//175917281
PP-Bizon | Judgement of Anubis (Battle-Scarred)//149898783
PP-Bizon | Judgement of Anubis (Factory New)//149872473
PP-Bizon | Judgement of Anubis (Field-Tested)//149869081
PP-Bizon | Judgement of Anubis (Minimal Wear)//149882135
PP-Bizon | Judgement of Anubis (Well-Worn)//149913833
PP-Bizon | Jungle Slipstream (Factory New)//175880290
PP-Bizon | Modern Hunter (Factory New)//1398529
PP-Bizon | Osiris (Factory New)//14962918
PP-Bizon | Osiris (Minimal Wear)//14962964
PP-Bizon | Seabird (Factory New)//176096568
PP-Bizon | Seabird (Field-Tested)//176096454
PP-Bizon | Seabird (Minimal Wear)//176096585
PP-Bizon | Space Cat (Factory New)//176288524
Primeiro Tenente | Brazilian 1st Battalion//176262937
R8 Revolver | Banana Cannon (Factory New)//176358781
R8 Revolver | Banana Cannon (Minimal Wear)//176358836
R8 Revolver | Crazy 8 (Factory New)//176321247
R8 Revolver | Crimson Web (Field-Tested)//84444474
R8 Revolver | Fade (Field-Tested)//84454657
R8 Revolver | Fade (Minimal Wear)//84454666
R8 Revolver | Grip (Factory New)//175966806
R8 Revolver | Llama Cannon (Battle-Scarred)//175917312
R8 Revolver | Llama Cannon (Field-Tested)//175917328
R8 Revolver | Llama Cannon (Minimal Wear)//175917311
R8 Revolver | Memento (Factory New)//176096476
R8 Revolver | Night (Factory New)//176209774
R8 Revolver | Reboot (Factory New)//156113521
R8 Revolver | Reboot (Field-Tested)//156113467
Rezan The Ready | Sabre//176096392
Rezan the Redshirt | Sabre//176209249
Rio 2022 Inferno Souvenir Package//176343373
Safecracker Voltzmann | The Professionals//176209197
Sawed-Off | Amber Fade (Factory New)//2385709
Sawed-Off | Bamboo Shadow (Battle-Scarred)//49419422
Sawed-Off | Bamboo Shadow (Factory New)//49419363
Sawed-Off | Bamboo Shadow (Field-Tested)//49419373
Sawed-Off | Bamboo Shadow (Minimal Wear)//49419423
Sawed-Off | Devourer (Battle-Scarred)//175999972
Sawed-Off | Devourer (Factory New)//176000007
Sawed-Off | Devourer (Field-Tested)//175999932
Sawed-Off | Devourer (Minimal Wear)//175999969
Sawed-Off | Jungle Thicket (Battle-Scarred)//176097374
Sawed-Off | Jungle Thicket (Factory New)//176096666
Sawed-Off | Jungle Thicket (Field-Tested)//176096593
Sawed-Off | Jungle Thicket (Minimal Wear)//176096971
Sawed-Off | Jungle Thicket (Well-Worn)//176097315
Sawed-Off | Kiss♥Love (Field-Tested)//176321281
Sawed-Off | Kiss♥Love (Minimal Wear)//176321242
Sawed-Off | Kiss♥Love (Well-Worn)//176321225
Sawed-Off | Limelight (Factory New)//156113482
Sawed-Off | Limelight (Field-Tested)//156113477
Sawed-Off | Orange DDPAT (Battle-Scarred)//1321590
Sawed-Off | Orange DDPAT (Field-Tested)//1321517
Sawed-Off | Origami (Factory New)//40092010
Sawed-Off | Rust Coat (Field-Tested)//14946480
Sawed-Off | Rust Coat (Minimal Wear)//14953180
Sawed-Off | Serenity (Factory New)//29205270
Sawed-Off | Serenity (Minimal Wear)//29205254
Sawed-Off | The Kraken (Factory New)//3448438
Sawed-Off | The Kraken (Field-Tested)//3443563
Sawed-Off | The Kraken (Minimal Wear)//3444639
Sawed-Off | The Kraken (Well-Worn)//3628840
Sawed-Off | Wasteland Princess (Battle-Scarred)//175854231
Sawed-Off | Wasteland Princess (Factory New)//175854338
Sawed-Off | Wasteland Princess (Minimal Wear)//175854305
SCAR-20 | Army Sheen (Factory New)//49419382
SCAR-20 | Bloodsport (Factory New)//156113462
SCAR-20 | Bloodsport (Field-Tested)//156113440
SCAR-20 | Bloodsport (Minimal Wear)//156113481
SCAR-20 | Bloodsport (Well-Worn)//156117116
SCAR-20 | Blueprint (Factory New)//175880274
SCAR-20 | Brass (Minimal Wear)//176097447
SCAR-20 | Cardiac (Battle-Scarred)//23853240
SCAR-20 | Cardiac (Factory New)//23853286
SCAR-20 | Cardiac (Field-Tested)//23853246
SCAR-20 | Cardiac (Minimal Wear)//23853259
SCAR-20 | Crimson Web (Battle-Scarred)//1917390
SCAR-20 | Crimson Web (Factory New)//1919038
SCAR-20 | Crimson Web (Field-Tested)//1916934
SCAR-20 | Crimson Web (Minimal Wear)//1917302
SCAR-20 | Cyrex (Factory New)//8988690
SCAR-20 | Cyrex (Field-Tested)//8988681
SCAR-20 | Cyrex (Minimal Wear)//8989567
SCAR-20 | Emerald (Factory New)//1545150
SCAR-20 | Enforcer (Factory New)//176118379
SCAR-20 | Magna Carta (Battle-Scarred)//176209497
SCAR-20 | Magna Carta (Factory New)//176209251
SCAR-20 | Magna Carta (Field-Tested)//176209271
SCAR-20 | Magna Carta (Minimal Wear)//176209365
SCAR-20 | Magna Carta (Well-Worn)//176209556
SCAR-20 | Splash Jam (Field-Tested)//1321546
SCAR-20 | Stone Mosaico (Factory New)//176096975
Seal Team 6 Soldier | NSWC SEAL//176096437
Sealed Graffiti | 100 Thieves | Boston 2018//175945135
Sealed Graffiti | Cloud9 | Boston 2018//175945406
Sealed Graffiti | FaZe Clan | Boston 2018//175945236
Sealed Graffiti | Flash Gaming | Boston 2018//175951512
Sealed Graffiti | G2 Esports | Atlanta 2017//175865751
Sealed Graffiti | G2 Esports | Boston 2018//175945303
Sealed Graffiti | Kawaii Killer CT//171085325
Sealed Graffiti | Natus Vincere | Atlanta 2017//175865689
Sealed Graffiti | Natus Vincere | London 2018//176004478
Sealed Graffiti | Team Liquid | Atlanta 2017//175865719
Sergeant Bombson | SWAT//176209270
SG 553 | Aerial (Factory New)//156113444
SG 553 | Anodized Navy (Factory New)//2384597
SG 553 | Barricade (Battle-Scarred)//176096429
SG 553 | Barricade (Field-Tested)//176096428
SG 553 | Barricade (Minimal Wear)//176096498
SG 553 | Barricade (Well-Worn)//176096651
SG 553 | Bulldozer (Factory New)//49742751
SG 553 | Candy Apple (Battle-Scarred)//176096586
SG 553 | Candy Apple (Factory New)//176096574
SG 553 | Candy Apple (Field-Tested)//176096732
SG 553 | Candy Apple (Minimal Wear)//176096613
SG 553 | Colony IV (Factory New)//176096411
SG 553 | Colony IV (Field-Tested)//176096511
SG 553 | Colony IV (Minimal Wear)//176096488
SG 553 | Colony IV (Well-Worn)//176096649
SG 553 | Cyrex (Battle-Scarred)//49359114
SG 553 | Cyrex (Factory New)//49359121
SG 553 | Cyrex (Field-Tested)//49359099
SG 553 | Cyrex (Minimal Wear)//49359063
SG 553 | Cyrex (Well-Worn)//49359112
SG 553 | Darkwing (Factory New)//176118371
SG 553 | Darkwing (Minimal Wear)//176118299
SG 553 | Desert Blossom (Factory New)//176262732
SG 553 | Desert Blossom (Field-Tested)//176262790
SG 553 | Desert Blossom (Minimal Wear)//176262626
SG 553 | Dragon Tech (Factory New)//176321238
SG 553 | Fallout Warning (Factory New)//18529294
SG 553 | Gator Mesh (Factory New)//2386971
SG 553 | Gator Mesh (Field-Tested)//2383730
SG 553 | Gator Mesh (Minimal Wear)//2387635
SG 553 | Hypnotic (Factory New)//176209250
SG 553 | Hypnotic (Minimal Wear)//176209610
SG 553 | Integrale (Battle-Scarred)//176012993
SG 553 | Integrale (Factory New)//176012412
SG 553 | Integrale (Field-Tested)//176012549
SG 553 | Integrale (Minimal Wear)//176012605
SG 553 | Integrale (Well-Worn)//176012496
SG 553 | Phantom (Factory New)//175917318
SG 553 | Pulse (Minimal Wear)//7177814
SG 553 | Pulse (Well-Worn)//7180218
SG 553 | Tiger Moth (Factory New)//84454676
SG 553 | Tiger Moth (Field-Tested)//84444530
SG 553 | Tiger Moth (Minimal Wear)//84454634
SG 553 | Tornado (Field-Tested)//1321356
SG 553 | Traveler (Factory New)//14953207
SG 553 | Traveler (Field-Tested)//14953147
SG 553 | Triarch (Factory New)//165030991
SG 553 | Ultraviolet (Battle-Scarred)//1321469
SG 553 | Ultraviolet (Field-Tested)//1321325
SG 553 | Ultraviolet (Minimal Wear)//1321422
SG 553 | Wave Spray (Battle-Scarred)//1546369
SG 553 | Wave Spray (Field-Tested)//1546469
SG 553 | Wave Spray (Minimal Wear)//1546450
Sir Bloody Darryl Royale | The Professionals//176209322
Sir Bloody Loudmouth Darryl | The Professionals//176209160
Sir Bloody Miami Darryl | The Professionals//176209187
Sir Bloody Silent Darryl | The Professionals//176209163
Sir Bloody Skullhead Darryl | The Professionals//176209158
Slingshot | Phoenix//176096486
Souvenir AK-47 | Green Laminate (Factory New)//176271289
Souvenir AK-47 | Green Laminate (Field-Tested)//176271319
Souvenir AK-47 | Green Laminate (Minimal Wear)//176271233
Souvenir AK-47 | Panthera onca (Battle-Scarred)//176271466
Souvenir AK-47 | Panthera onca (Field-Tested)//176271419
Souvenir AK-47 | Panthera onca (Well-Worn)//176271413
Souvenir AK-47 | Safari Mesh (Battle-Scarred)//2392800
Souvenir AK-47 | Safari Mesh (Field-Tested)//2386375
Souvenir AK-47 | Safari Mesh (Minimal Wear)//2406232
Souvenir AK-47 | Safety Net (Factory New)//176006059
Souvenir AK-47 | Safety Net (Field-Tested)//176006034
Souvenir AK-47 | Safety Net (Minimal Wear)//176006396
Souvenir AK-47 | Safety Net (Well-Worn)//176006417
Souvenir AUG | Carved Jade (Field-Tested)//176271394
Souvenir AUG | Colony (Factory New)//2410570
Souvenir AUG | Contractor (Field-Tested)//2384610
Souvenir AUG | Contractor (Minimal Wear)//2385852
Souvenir AUG | Radiation Hazard (Battle-Scarred)//17674119
Souvenir AUG | Radiation Hazard (Factory New)//17674139
Souvenir AUG | Radiation Hazard (Field-Tested)//17674114
Souvenir AUG | Radiation Hazard (Minimal Wear)//17674110
Souvenir AUG | Random Access (Factory New)//176006861
Souvenir AUG | Random Access (Well-Worn)//176006348
Souvenir AUG | Sand Storm (Factory New)//176271288
Souvenir AUG | Sand Storm (Field-Tested)//176271224
Souvenir AUG | Sand Storm (Minimal Wear)//176271272
Souvenir AUG | Storm (Minimal Wear)//3445471
Souvenir AWP | Acheron (Battle-Scarred)//176006387
Souvenir AWP | Acheron (Field-Tested)//176006354
Souvenir AWP | Acheron (Minimal Wear)//176006418
Souvenir AWP | Pink DDPAT (Field-Tested)//17680888
Souvenir CZ75-Auto | Chalice (Factory New)//17688113
Souvenir CZ75-Auto | Nitro (Factory New)//25227824
Souvenir CZ75-Auto | Nitro (Minimal Wear)//17731269
Souvenir Desert Eagle | Fennec Fox (Field-Tested)//176271303
Souvenir Desert Eagle | Urban DDPAT (Battle-Scarred)//17725006
Souvenir Desert Eagle | Urban DDPAT (Factory New)//17680903
Souvenir Desert Eagle | Urban DDPAT (Field-Tested)//17677726
Souvenir Desert Eagle | Urban DDPAT (Minimal Wear)//17684478
Souvenir Desert Eagle | Urban DDPAT (Well-Worn)//17738049
Souvenir Desert Eagle | Urban Rubble (Factory New)//2389159
Souvenir Desert Eagle | Urban Rubble (Field-Tested)//2398036
Souvenir Dual Berettas | Anodized Navy (Factory New)//17661992
Souvenir Dual Berettas | Briar (Factory New)//17680864
Souvenir Dual Berettas | Briar (Minimal Wear)//17680872
Souvenir Dual Berettas | Twin Turbo (Field-Tested)//176005950
Souvenir FAMAS | Styx (Battle-Scarred)//17729019
Souvenir FAMAS | Styx (Field-Tested)//17677715
Souvenir FAMAS | Waters of Nephthys (Field-Tested)//176372919
Souvenir Five-SeveN | Contractor (Factory New)//2403804
Souvenir Five-SeveN | Hot Shot (Minimal Wear)//17674136
Souvenir Five-SeveN | Silver Quartz (Factory New)//2398840
Souvenir G3SG1 | Polar Camo (Minimal Wear)//2385430
Souvenir Galil AR | Cold Fusion (Factory New)//176006316
Souvenir Galil AR | Cold Fusion (Field-Tested)//176006324
Souvenir Galil AR | Hunting Blind (Factory New)//2386060
Souvenir Glock-18 | Groundwater (Battle-Scarred)//2398076
Souvenir Glock-18 | Groundwater (Field-Tested)//2385788
Souvenir Glock-18 | High Beam (Factory New)//176005960
Souvenir Glock-18 | Night (Minimal Wear)//17680874
Souvenir Glock-18 | Nuclear Garden (Battle-Scarred)//176006384
Souvenir Glock-18 | Nuclear Garden (Field-Tested)//176006301
Souvenir Glock-18 | Nuclear Garden (Minimal Wear)//176006771
Souvenir Glock-18 | Nuclear Garden (Well-Worn)//176007442
Souvenir Glock-18 | Pink DDPAT (Battle-Scarred)//176271291
Souvenir Glock-18 | Ramese's Reach (Field-Tested)//176372889
Souvenir Glock-18 | Ramese's Reach (Well-Worn)//176372893
Souvenir Glock-18 | Reactor (Battle-Scarred)//17674137
Souvenir Glock-18 | Reactor (Field-Tested)//17674147
Souvenir Glock-18 | Reactor (Minimal Wear)//17674138
Souvenir Glock-18 | Reactor (Well-Worn)//17674120
Souvenir Glock-18 | Red Tire (Factory New)//176271259
Souvenir M4A1-S | Master Piece (Battle-Scarred)//25966744
Souvenir M4A1-S | VariCamo (Field-Tested)//2386056
Souvenir M4A4 | Converter (Factory New)//176006035
Souvenir M4A4 | Converter (Field-Tested)//176005993
Souvenir M4A4 | Converter (Minimal Wear)//176005991
Souvenir M4A4 | Mainframe (Factory New)//176006343
Souvenir M4A4 | Mainframe (Field-Tested)//176006330
Souvenir M4A4 | Radiation Hazard (Minimal Wear)//17670830
Souvenir M4A4 | Red DDPAT (Factory New)//176271559
Souvenir M4A4 | Red DDPAT (Field-Tested)//176271531
Souvenir M4A4 | Tornado (Field-Tested)//17661998
Souvenir M4A4 | Tornado (Minimal Wear)//17664427
Souvenir M4A4 | Tornado (Well-Worn)//17670840
Souvenir M4A4 | Urban DDPAT (Battle-Scarred)//2406543
Souvenir M4A4 | Urban DDPAT (Field-Tested)//2387666
Souvenir M4A4 | Urban DDPAT (Minimal Wear)//2398686
Souvenir M4A4 | Urban DDPAT (Well-Worn)//2392501
Souvenir MAC-10 | Amber Fade (Factory New)//2394223
Souvenir MAC-10 | Amber Fade (Field-Tested)//2394117
Souvenir MAC-10 | Calf Skin (Factory New)//176006029
Souvenir MAC-10 | Calf Skin (Minimal Wear)//176005979
Souvenir MAC-10 | Candy Apple (Field-Tested)//2388331
Souvenir MAC-10 | Case Hardened (Battle-Scarred)//176271541
Souvenir MAC-10 | Case Hardened (Minimal Wear)//176271536
Souvenir MAC-10 | Case Hardened (Well-Worn)//176271550
Souvenir MAC-10 | Gold Brick (Battle-Scarred)//176271388
Souvenir MAC-10 | Indigo (Minimal Wear)//17680856
Souvenir MAC-10 | Nuclear Garden (Field-Tested)//17674140
Souvenir MAC-10 | Nuclear Garden (Minimal Wear)//17674143
Souvenir MAG-7 | Bulldozer (Field-Tested)//2419159
Souvenir MAG-7 | Core Breach (Factory New)//176007989
Souvenir MAG-7 | Core Breach (Field-Tested)//176006431
Souvenir MAG-7 | Metallic DDPAT (Factory New)//2386059
Souvenir MAG-7 | Prism Terrace (Factory New)//176271307
Souvenir MAG-7 | Prism Terrace (Field-Tested)//176271411
Souvenir MAG-7 | Silver (Factory New)//17680882
Souvenir MP5-SD | Co-Processor (Factory New)//176006362
Souvenir MP5-SD | Dirt Drop (Factory New)//176006032
Souvenir MP5-SD | Lab Rats (Factory New)//176024833
Souvenir MP5-SD | Oxide Oasis (Battle-Scarred)//176271318
Souvenir MP5-SD | Oxide Oasis (Field-Tested)//176271298
Souvenir MP5-SD | Oxide Oasis (Minimal Wear)//176271281
Souvenir MP7 | Army Recon (Minimal Wear)//2384596
Souvenir MP7 | Fade (Factory New)//176006025
Souvenir MP7 | Orange Peel (Factory New)//2399405
Souvenir MP7 | Orange Peel (Minimal Wear)//2401099
Souvenir MP7 | Orange Peel (Well-Worn)//2404477
Souvenir MP9 | Dark Age (Factory New)//17680898
Souvenir MP9 | Dark Age (Minimal Wear)//17680877
Souvenir MP9 | Setting Sun (Factory New)//17677712
Souvenir MP9 | Setting Sun (Field-Tested)//17674129
Souvenir Negev | Bulkhead (Factory New)//176006319
Souvenir Negev | Bulkhead (Minimal Wear)//176006337
